player,position,season,Team,TOI,GF_60,GA_60,GPM_60,xGF_60,xGA_60,xGPM_60,CF_60,CA_60,CPM_60
BRADY.SKJEI,D,20182019,NYR,1436.73,-0.002,0.003,-0.005,-0.017,0.039,-0.056,-0.94,2.4,-3.33
BRADY.TKACHUK,F,20182019,OTT,954.45,0.12,0.028,0.092,0.172,-0.031,0.203,1.2,-0.62,1.83
BRANDON.CARLO,D,20172018,BOS,1236.07,-0.044,-0.023,-0.021,0.022,-0.075,0.096,-0.82,-1.22,0.4
BRANDON.CARLO,D,20182019,BOS,1285.82,-0.081,-0.24,0.159,-0.127,-0.194,0.067,-2.11,-3.6,1.49
BRANDON.DAVIDSON,D,20172018,EDM/MTL/NYI,760.12,-0.122,0.071,-0.192,-0.041,-0.222,0.181,-1.61,-1.49,-0.12
BRANDON.DAVIDSON,D,20182019,CHI,123,-0.055,0.036,-0.091,-0.04,0.052,-0.092,0.21,0.91,-0.7
BRANDON.DUBINSKY,F,20172018,CBJ,819.47,-0.122,-0.036,-0.087,-0.021,-0.009,-0.012,-0.07,-0.61,0.54
BRANDON.DUBINSKY,F,20182019,CBJ,657.6,-0.232,0.192,-0.424,-0.086,-0.04,-0.046,-1.58,-1.48,-0.1
BRANDON.GIGNAC,F,20182019,N.J,9.07,-0.008,0.043,-0.051,-0.015,0.035,-0.05,-0.02,0.82,-0.85
BRANDON.MANNING,D,20172018,PHI,1056.38,-0.08,-0.068,-0.013,0.013,0.092,-0.079,-0.7,-0.62,-0.08
BRANDON.MANNING,D,20182019,CHI/EDM,503.63,-0.073,0.291,-0.365,-0.122,0.036,-0.158,-2.8,-0.88,-1.92
BRANDON.MONTOUR,D,20172018,ANA,1331.65,0.059,-0.091,0.15,-0.017,-0.005,-0.013,0.97,-0.44,1.4
BRANDON.MONTOUR,D,20182019,ANA/BUF,1520.5,-0.075,-0.059,-0.015,-0.063,0.154,-0.217,-0.24,0.83,-1.07
BRANDON.PIRRI,F,20172018,VGK,30.55,0.037,-0.026,0.064,0.005,0.004,0,0.42,-0.51,0.94
BRANDON.PIRRI,F,20182019,VGK,372.45,0.1,-0.14,0.24,0.1,-0.117,0.217,3.02,-0.61,3.62
BRANDON.SAAD,F,20172018,CHI,1064.68,0.024,0.118,-0.094,0.136,0.043,0.093,4.24,-1.3,5.54
BRANDON.SAAD,F,20182019,CHI,1127.58,0.019,0.119,-0.1,0.138,0.094,0.044,5.28,-2.14,7.42
BRANDON.SUTTER,F,20172018,VAN,836.22,-0.022,-0.226,0.204,-0.18,-0.175,-0.005,-2.19,-2.03,-0.16
BRANDON.SUTTER,F,20182019,VAN,334.85,-0.108,0.147,-0.254,-0.136,0.001,-0.137,-1.91,2.15,-4.05
BRANDON.TANEV,F,20172018,WPG,642.6,-0.023,-0.153,0.13,-0.099,-0.135,0.036,-2.31,-1.43,-0.88
BRANDON.TANEV,F,20182019,WPG,946.4,-0.148,-0.157,0.01,-0.06,-0.09,0.031,-2.01,-0.85,-1.16
BRAYDEN.MCNABB,D,20172018,VGK,1297.07,0.123,-0.08,0.202,0.043,-0.053,0.096,0.7,-1.95,2.65
BRAYDEN.MCNABB,D,20182019,VGK,1313.72,0.06,0.018,0.042,0.078,0.028,0.051,-0.39,-0.12,-0.26
BRAYDEN.POINT,F,20172018,T.B,1212.13,0.103,-0.043,0.146,0.047,-0.163,0.21,1.91,-1.53,3.44
BRAYDEN.POINT,F,20182019,T.B,1187.18,0.237,-0.148,0.385,0.215,0.068,0.147,0.8,-1.85,2.65
BRAYDEN.SCHENN,F,20172018,STL,1261.37,0.147,-0.03,0.177,0.095,0.011,0.084,1.74,-0.22,1.96
BRAYDEN.SCHENN,F,20182019,STL,1080.02,0.198,0.06,0.137,0.367,0.078,0.289,3.13,0.54,2.59
BRAYDON.COBURN,D,20172018,T.B,990.52,-0.061,-0.003,-0.058,-0.127,-0.013,-0.113,-2.7,-1.32,-1.38
BRAYDON.COBURN,D,20182019,T.B,1108.78,-0.029,0.077,-0.106,-0.005,-0.089,0.084,0.8,-1.52,2.32
BRENDAN.GALLAGHER,F,20172018,MTL,1067.33,0.05,0.011,0.039,0.319,-0.078,0.397,6.12,-2.74,8.85
BRENDAN.GALLAGHER,F,20182019,MTL,1099.25,0.153,0.071,0.082,0.28,-0.008,0.288,7.79,-2.47,10.26
BRENDAN.GAUNCE,F,20172018,VAN,415.03,-0.066,-0.111,0.045,-0.045,-0.095,0.05,-0.49,-2.37,1.88
BRENDAN.GAUNCE,F,20182019,VAN,22.83,0.082,0.004,0.078,-0.015,0.001,-0.015,-0.26,-0.56,0.3
BRENDAN.GUHLE,D,20172018,BUF,294.65,0.047,0.058,-0.011,0.007,0.011,-0.004,1.24,-0.11,1.35
BRENDAN.GUHLE,D,20182019,ANA/BUF,108.78,-0.056,-0.031,-0.025,0.002,-0.02,0.022,0.29,0.11,0.18
BRENDAN.LEIPSIC,F,20172018,VAN/VGK,704.8,0.007,0.058,-0.051,0.006,0.001,0.006,-0.15,2.43,-2.58
BRENDAN.LEIPSIC,F,20182019,L.A/VAN,728.25,-0.023,-0.043,0.02,-0.165,-0.069,-0.096,-2.44,0.62,-3.06
BRENDAN.LEMIEUX,F,20172018,WPG,66.18,0.01,-0.033,0.044,-0.038,-0.043,0.005,-1.23,-1.19,-0.04
BRENDAN.LEMIEUX,F,20182019,NYR/WPG,546.62,0.085,-0.087,0.171,-0.021,0.076,-0.097,-1.43,3.19,-4.61
BRENDAN.PERLINI,F,20172018,ARI,926.45,0.041,-0.1,0.142,-0.194,-0.013,-0.18,-0.63,2.04,-2.67
BRENDAN.PERLINI,F,20182019,ARI/CHI,727.28,-0.161,0.117,-0.278,-0.119,0.162,-0.281,1.33,3.48,-2.14
BRENDAN.SMITH,D,20172018,NYR,684.45,0.077,0.001,0.076,0.051,0.187,-0.136,-0.38,0.79,-1.16
BRENDAN.SMITH,D,20182019,NYR,853.63,-0.221,-0.122,-0.099,-0.043,0.055,-0.099,-1.42,-0.45,-0.97
BRENDEN.DILLON,D,20172018,S.J,1251.83,0.052,0.237,-0.185,0.102,0.166,-0.064,0.16,-0.2,0.36
BRENDEN.DILLON,D,20182019,S.J,1339.63,0.124,-0.199,0.323,0.187,-0.151,0.339,1.49,-5.29,6.78
BRENT.BURNS,D,20172018,S.J,1579.18,-0.18,0.078,-0.258,0.032,0.188,-0.156,4.52,0.56,3.96
BRENT.BURNS,D,20182019,S.J,1562.83,0.21,0.084,0.126,0.118,0.098,0.02,5.21,0.4,4.82
BRENT.SEABROOK,D,20172018,CHI,1227.32,-0.043,-0.069,0.027,0.126,0.163,-0.036,1.15,2.94,-1.78
BRENT.SEABROOK,D,20182019,CHI,1172.4,-0.115,0.056,-0.17,0.027,0.194,-0.167,0.04,5.21,-5.17
BRETT.CONNOLLY,F,20172018,WSH,719.33,0.084,0.04,0.045,-0.196,0.099,-0.295,-3.4,0.65,-4.04
BRETT.CONNOLLY,F,20182019,WSH,994.35,0.246,0.005,0.241,0.131,0.13,0.001,-0.05,1.06,-1.1
BRETT.HOWDEN,F,20182019,NYR,799.33,0.037,0.236,-0.199,-0.04,0.324,-0.364,-1.15,6.92,-8.08
BRETT.KULAK,D,20172018,CGY,897.42,0.042,0.05,-0.008,0.053,-0.056,0.109,1.88,-0.7,2.57
BRETT.KULAK,D,20182019,MTL,978.87,0.162,-0.017,0.178,0.049,-0.123,0.172,3.03,-0.76,3.79
BRETT.LERNOUT,D,20172018,MTL,277.77,-0.1,-0.003,-0.097,-0.126,0.068,-0.195,-1.85,0.22,-2.08
BRETT.PESCE,D,20172018,CAR,1170.8,-0.085,-0.024,-0.061,-0.007,-0.182,0.176,-0.35,-2.57,2.22
BRETT.PESCE,D,20182019,CAR,1273.1,0.16,-0.205,0.364,0.156,-0.12,0.276,-2.74,-2.84,0.1
BRETT.RITCHIE,F,20172018,DAL,661.75,-0.064,-0.147,0.082,0.145,-0.242,0.387,2.84,-3.72,6.56
BRETT.RITCHIE,F,20182019,DAL,466.42,-0.149,0,-0.149,-0.146,0.028,-0.174,-2.09,0.94,-3.03
BRETT.SENEY,F,20182019,N.J,509.12,-0.066,0.059,-0.125,-0.103,0.014,-0.117,-3.63,2.45,-6.08
BRIAN.BOYLE,F,20172018,N.J,728.3,-0.138,0.036,-0.174,-0.065,-0.079,0.014,0.64,0.16,0.48
BRIAN.BOYLE,F,20182019,N.J/NSH,638.57,0.033,0.084,-0.051,-0.003,0.122,-0.125,-1.48,0.3,-1.78
BRIAN.DUMOULIN,D,20172018,PIT,1405.5,-0.026,0.076,-0.102,0.098,-0.036,0.134,-0.1,0.23,-0.33
BRIAN.DUMOULIN,D,20182019,PIT,1366.92,0.13,-0.045,0.174,0.254,-0.023,0.278,1.62,-0.35,1.97
BRIAN.GIBBONS,F,20172018,N.J,670.85,0.094,-0.055,0.149,-0.004,-0.102,0.098,-1.73,1.36,-3.08
BRIAN.GIBBONS,F,20182019,ANA/OTT,645.23,0.061,0.117,-0.056,-0.2,0.128,-0.328,-3.8,2.73,-6.54
BRIAN.GIONTA,F,20172018,BOS,211.28,-0.098,-0.11,0.013,-0.017,-0.082,0.065,1.01,-0.16,1.17
BRIAN.LASHOFF,D,20172018,DET,2.57,-0.003,-0.002,-0.001,-0.003,0.003,-0.006,-0.17,0.02,-0.2
BRIAN.LASHOFF,D,20182019,DET,49.68,0.007,0.025,-0.018,0.023,0.106,-0.083,0.02,2.02,-2
BROCK.BOESER,F,20172018,VAN,877.07,0.145,0.02,0.125,0.004,0.061,-0.057,-0.06,1.94,-2
BROCK.BOESER,F,20182019,VAN,1041.95,0.18,0.19,-0.01,-0.005,0.053,-0.058,-0.3,0.67,-0.97
BROCK.MCGINN,F,20172018,CAR,1016.13,-0.136,0.07,-0.206,0.078,0.074,0.004,0.49,-0.85,1.34
BROCK.MCGINN,F,20182019,CAR,943.95,-0.058,-0.064,0.007,-0.282,-0.008,-0.274,-2.96,1.01,-3.97
BROCK.NELSON,F,20172018,NYI,990.48,-0.046,-0.035,-0.011,-0.161,0.037,-0.199,-2.48,1.5,-3.98
BROCK.NELSON,F,20182019,NYI,1173.83,-0.007,-0.225,0.218,0.06,-0.089,0.148,-1.06,-1.39,0.33
BROGAN.RAFFERTY,D,20182019,VAN,26.67,-0.021,-0.006,-0.016,0.018,0.026,-0.008,0.65,-0.81,1.46
BROOKS.LAICH,F,20172018,L.A,115.37,-0.049,0.061,-0.11,-0.111,0.065,-0.176,-1.71,-0.14,-1.56
BROOKS.ORPIK,D,20172018,WSH,1270.83,-0.243,-0.011,-0.233,-0.277,0.086,-0.363,-3.91,2.25,-6.16
BROOKS.ORPIK,D,20182019,WSH,670.2,0.165,0.044,0.121,0.063,-0.038,0.101,-0.56,0.33,-0.89
BRYAN.LITTLE,F,20172018,WPG,1094.65,-0.049,0.065,-0.114,-0.152,-0.125,-0.027,-1.4,0.28,-1.69
BRYAN.LITTLE,F,20182019,WPG,1062.67,0.007,0.131,-0.124,-0.033,0.141,-0.174,-0.39,1.22,-1.62
BRYAN.RUST,F,20172018,PIT,940,0.009,-0.095,0.104,-0.001,-0.137,0.137,2.59,-3.56,6.15
BRYAN.RUST,F,20182019,PIT,968.62,0.003,0.017,-0.014,-0.096,0.093,-0.19,-0.44,0.94,-1.37
BYRON.FROESE,F,20172018,MTL,491.52,-0.08,-0.086,0.006,-0.131,-0.135,0.004,-1.96,1.27,-3.23
CAL.CLUTTERBUCK,F,20172018,NYI,793.45,0.005,0.022,-0.016,-0.084,-0.023,-0.062,-3.45,1.65,-5.1
CAL.CLUTTERBUCK,F,20182019,NYI,769.17,-0.118,-0.087,-0.031,0.094,-0.228,0.321,-0.38,-3.1,2.72
CALEB.JONES,D,20182019,EDM,299.57,-0.021,0.139,-0.16,-0.123,0.02,-0.143,-1.87,0.14,-2.01
CALLE.JARNKROK,F,20172018,NSH,863.92,0.04,-0.169,0.208,-0.119,0.004,-0.122,-1.41,0.22,-1.63
CALLE.JARNKROK,F,20182019,NSH,984.17,0.029,-0.107,0.137,-0.117,-0.095,-0.021,-0.67,-1.73,1.06
CALLE.ROSEN,D,20172018,TOR,49.22,-0.031,0.025,-0.056,0.014,0.03,-0.016,0.05,-0.51,0.55
CALLE.ROSEN,D,20182019,TOR,63.18,0.038,0.056,-0.018,0.069,0.064,0.005,0.26,-0.12,0.38
CAL.O'REILLY,F,20172018,MIN,7.93,-0.007,-0.008,0.001,-0.005,-0.003,-0.002,-0.25,0.37,-0.62
CALVIN.DE HAAN,D,20172018,NYI,530.35,0.103,-0.018,0.121,0.082,-0.059,0.141,-1.25,-1.61,0.36
CALVIN.DE HAAN,D,20182019,CAR,1200.7,-0.089,-0.012,-0.077,0.123,0.036,0.087,3.06,-2.26,5.32
CAM.ATKINSON,F,20172018,CBJ,927.17,0.153,-0.002,0.155,0.128,0.174,-0.046,0.94,1.71,-0.77
CAM.ATKINSON,F,20182019,CBJ,1186.05,0.156,0.204,-0.048,0.108,0.096,0.011,-0.32,1.93,-2.25
CAMERON.GAUNCE,D,20182019,T.B,28.58,0.019,-0.033,0.052,-0.004,-0.013,0.008,0.09,-0.47,0.56
CAMERON.SCHILLING,D,20182019,WPG,46.08,0.004,0.001,0.003,-0.03,0.035,-0.065,-0.97,0.23,-1.2
CAM.FOWLER,D,20172018,ANA,1288.28,-0.112,-0.105,-0.008,-0.032,-0.073,0.041,-0.69,-1.9,1.21
CAM.FOWLER,D,20182019,ANA,1114.13,-0.054,-0.057,0.004,-0.148,0.181,-0.329,-2.08,3.75,-5.83
CARL.DAHLSTROM,D,20172018,CHI,175.62,0.049,0.074,-0.026,-0.033,0.059,-0.092,-1.19,-0.27,-0.92
CARL.DAHLSTROM,D,20182019,CHI,621.63,0.151,0.04,0.111,0.009,0.106,-0.097,-0.71,0.64,-1.34
CARL.GRUNDSTROM,F,20182019,L.A,192.22,-0.002,0.023,-0.025,0.106,-0.037,0.143,0.22,0.86,-0.63
CARL.GUNNARSSON,D,20172018,STL,926,-0.012,-0.226,0.213,-0.118,-0.216,0.098,-5.41,-0.04,-5.38
CARL.GUNNARSSON,D,20182019,STL,352.07,0.15,0.029,0.121,0.085,-0.067,0.152,-0.37,-3.08,2.7
CARL.HAGELIN,F,20172018,PIT,1068.55,0.004,-0.101,0.104,-0.022,-0.229,0.206,1.56,-3.89,5.46
CARL.HAGELIN,F,20182019,L.A/PIT/WSH,715.48,0.091,-0.062,0.152,0.021,-0.087,0.108,1.59,-5.12,6.7
CARL.SODERBERG,F,20172018,COL,958.83,-0.069,-0.138,0.069,-0.01,-0.089,0.079,1.12,0.61,0.5
CARL.SODERBERG,F,20182019,COL,1049.3,0.115,0.041,0.073,0.031,-0.039,0.07,2.71,-0.19,2.91
CARSON.SOUCY,D,20172018,MIN,42.22,-0.036,0.012,-0.048,-0.028,-0.013,-0.015,-0.16,-0.03,-0.13
CARTER.ROWNEY,F,20172018,PIT,305.57,-0.111,0.148,-0.259,-0.046,-0.004,-0.042,-0.45,0.02,-0.47
CARTER.ROWNEY,F,20182019,ANA,651.45,-0.115,-0.098,-0.017,0.002,-0.018,0.021,-0.66,-2.74,2.08
CASEY.CIZIKAS,F,20172018,NYI,683.45,-0.076,0.109,-0.186,-0.035,-0.053,0.019,-0.54,-1.66,1.11
CASEY.CIZIKAS,F,20182019,NYI,846.93,0.048,-0.191,0.239,0.068,-0.086,0.154,-0.04,-1.6,1.56
CASEY.MITTELSTADT,F,20172018,BUF,68.4,0.053,-0.004,0.056,-0.047,-0.042,-0.004,-1.25,0.23,-1.48
CASEY.MITTELSTADT,F,20182019,BUF,883.68,-0.057,0.121,-0.179,-0.174,0.085,-0.258,-3.1,2.68,-5.78
CASEY.NELSON,D,20172018,BUF,632.27,-0.085,0.116,-0.201,-0.174,-0.047,-0.127,-2.12,-1.27,-0.85
CASEY.NELSON,D,20182019,BUF,537.07,-0.045,-0.095,0.05,-0.071,-0.012,-0.059,-2.11,-2.9,0.79
CEDRIC.PAQUETTE,F,20172018,T.B,534.35,-0.113,0.012,-0.125,-0.071,-0.024,-0.047,-0.5,0.72,-1.22
CEDRIC.PAQUETTE,F,20182019,T.B,789.43,-0.122,-0.046,-0.076,-0.114,-0.024,-0.09,-2.55,1.24,-3.8
CHAD.RUHWEDEL,D,20172018,PIT,657.63,-0.17,-0.092,-0.078,-0.055,-0.073,0.018,0.59,-0.28,0.86
CHAD.RUHWEDEL,D,20182019,PIT,265.12,-0.128,0.037,-0.165,-0.044,-0.127,0.083,0.21,-1.77,1.98
CHANDLER.STEPHENSON,F,20172018,WSH,682.75,0.019,-0.16,0.179,-0.083,-0.086,0.003,-2,-0.87,-1.12
CHANDLER.STEPHENSON,F,20182019,WSH,658.38,-0.312,0.027,-0.339,-0.125,0.032,-0.157,-3.93,0.5,-4.43
CHARLES.HUDON,F,20172018,MTL,886.67,-0.005,0.107,-0.112,-0.003,0,-0.003,1.27,0.69,0.57
CHARLES.HUDON,F,20182019,MTL,320.52,-0.099,0.045,-0.144,-0.015,0.077,-0.093,0.49,3.25,-2.75
CHARLIE.COYLE,F,20172018,MIN,910.32,0.053,-0.084,0.137,0.057,-0.065,0.122,-0.66,1.68,-2.34
CHARLIE.COYLE,F,20182019,BOS/MIN,1104.1,0.01,0.069,-0.059,0.012,-0.03,0.042,1.94,-0.04,1.98
CHARLIE.MCAVOY,D,20172018,BOS,1194.67,0.066,-0.134,0.2,-0.043,-0.183,0.139,0.76,-3.24,4
CHARLIE.MCAVOY,D,20182019,BOS,1018.95,0.259,0.1,0.159,0.096,-0.095,0.19,0.57,-2.34,2.91
CHASE.BALISY,F,20172018,FLA,66.18,-0.058,-0.016,-0.043,-0.031,-0.048,0.017,-0.31,-0.56,0.25
CHASE.DE LEO,F,20182019,ANA,11.2,0.016,-0.014,0.03,0.013,-0.019,0.031,0.67,-0.27,0.94
CHRIS.BIGRAS,D,20172018,COL,177.2,-0.091,-0.026,-0.065,-0.088,-0.008,-0.08,-3.04,1.39,-4.44
CHRIS.BUTLER,D,20172018,STL,74.08,0.022,0.008,0.014,-0.041,-0.019,-0.022,0.91,-0.39,1.3
CHRIS.BUTLER,D,20182019,STL,169.23,-0.007,-0.061,0.054,0.012,-0.031,0.044,0.21,-0.56,0.77
CHRIS.DIDOMENICO,F,20172018,OTT,242.88,-0.007,0.047,-0.053,-0.002,-0.09,0.087,-0.29,0.3,-0.59
CHRIS.KELLY,F,20172018,ANA,83.48,0.041,0.002,0.039,-0.033,0.018,-0.05,-1.64,0.11,-1.75
CHRIS.KREIDER,F,20172018,NYR,739.08,0.062,-0.133,0.195,0.276,-0.112,0.388,3.78,-1.12,4.91
CHRIS.KREIDER,F,20182019,NYR,1120.77,0.313,-0.057,0.37,0.136,-0.123,0.26,1.45,-1.19,2.64
CHRIS.KUNITZ,F,20172018,T.B,897.52,-0.041,-0.095,0.054,-0.154,-0.145,-0.009,-1.34,-2.98,1.64
CHRIS.KUNITZ,F,20182019,CHI,487.92,-0.099,-0.016,-0.083,-0.026,-0.159,0.133,0.4,-3.72,4.12
CHRIS.STEWART,F,20172018,CGY/MIN,551.28,0.037,0.095,-0.058,0.015,0.157,-0.142,-1.82,5.25,-7.08
CHRIS.TANEV,D,20172018,VAN,679.42,0.117,0.008,0.109,-0.133,-0.172,0.039,-2.74,-4.24,1.49
CHRIS.TANEV,D,20182019,VAN,896.12,-0.056,-0.164,0.108,-0.17,-0.041,-0.129,-5.7,-2.05,-3.65
CHRIS.THORBURN,F,20172018,STL,350.18,-0.048,0.047,-0.095,-0.115,-0.024,-0.091,-1.6,0.5,-2.1
CHRIS.THORBURN,F,20182019,STL,1.87,-0.002,-0.002,0,-0.005,0.01,-0.015,-0.21,0.43,-0.64
CHRISTIAN.DJOOS,D,20172018,WSH,853.87,0.11,-0.051,0.162,0.204,0.007,0.197,1.38,-1.23,2.61
CHRISTIAN.DJOOS,D,20182019,WSH,604.62,0.01,-0.095,0.104,-0.115,0.111,-0.226,-1.34,0.48,-1.82
CHRISTIAN.DVORAK,F,20172018,ARI,1009.17,-0.006,0.173,-0.18,-0.01,0.049,-0.059,0.69,-0.07,0.76
CHRISTIAN.DVORAK,F,20182019,ARI,254.58,-0.013,0.046,-0.059,0.06,0.033,0.028,-1.4,-0.45,-0.95
CHRISTIAN.FISCHER,F,20172018,ARI,903.12,-0.039,-0.066,0.026,0.059,-0.068,0.128,1.36,0.65,0.71
CHRISTIAN.FISCHER,F,20182019,ARI,801.58,-0.123,-0.065,-0.058,-0.167,-0.1,-0.067,-2.36,-2.8,0.44
CHRISTIAN.FOLIN,D,20172018,L.A,936.73,-0.062,0.018,-0.08,0.069,-0.037,0.107,0.46,0.7,-0.24
CHRISTIAN.FOLIN,D,20182019,MTL/PHI,646.35,0.114,0.073,0.041,-0.076,-0.003,-0.073,-2.11,-0.36,-1.75
CHRISTIAN.JAROS,D,20172018,OTT,15.37,-0.014,-0.015,0.002,-0.009,-0.021,0.011,-0.37,-0.47,0.1
CHRISTIAN.JAROS,D,20182019,OTT,816.62,-0.149,0.011,-0.16,-0.226,-0.071,-0.155,-3.46,-0.37,-3.1
CHRISTIAN.WOLANIN,D,20172018,OTT,130.17,-0.003,0.05,-0.053,0.071,-0.021,0.092,0.75,-0.89,1.63
CHRISTIAN.WOLANIN,D,20182019,OTT,455.87,0.269,0,0.268,0.041,0.05,-0.009,0.75,0.3,0.45
CHRIS.TIERNEY,F,20172018,S.J,1065.32,-0.139,0.081,-0.22,0.078,0.141,-0.063,-0.48,0.72,-1.21
CHRIS.TIERNEY,F,20182019,OTT,1086.08,0.05,0.18,-0.13,0.017,0.171,-0.154,-1.78,2.71,-4.49
CHRISTOFFER.EHN,F,20182019,DET,584.57,-0.204,-0.151,-0.053,-0.094,0.046,-0.139,-2.33,1.31,-3.64
CHRISTOPH.BERTSCHY,F,20172018,MIN,4.77,0.02,-0.004,0.024,-0.002,0.006,-0.008,-0.19,0.14,-0.34
CHRIS.WAGNER,F,20172018,ANA/NYI,829.22,-0.3,-0.063,-0.236,-0.14,0.105,-0.245,-2.92,1.32,-4.25
CHRIS.WAGNER,F,20182019,BOS,901.78,-0.091,-0.032,-0.059,-0.075,-0.031,-0.044,-1.42,-2.76,1.34
CHRIS.WIDEMAN,D,20172018,OTT,149.47,0.087,-0.072,0.159,0.045,-0.029,0.073,0.78,-0.56,1.34
CHRIS.WIDEMAN,D,20182019,EDM/FLA/OTT,266.35,-0.059,0.099,-0.157,-0.005,0.06,-0.066,-0.56,2.42,-2.99
C.J..SMITH,F,20182019,BUF,113.23,-0.026,-0.043,0.017,0.029,0.042,-0.014,0.7,-0.04,0.74
CLARK.BISHOP,F,20182019,CAR,181.38,0.022,0.102,-0.08,0.041,0.038,0.003,0.19,2.1,-1.91
CLAUDE.GIROUX,F,20172018,PHI,1268.2,0.313,-0.043,0.356,0.247,-0.06,0.307,2.1,-3.6,5.71
CLAUDE.GIROUX,F,20182019,PHI,1265.77,0.264,0.042,0.223,0.053,-0.018,0.07,4.57,-0.41,4.98
CLAYTON.KELLER,F,20172018,ARI,1185.35,0.051,-0.033,0.084,-0.029,0.146,-0.176,-0.65,1.91,-2.56
CLAYTON.KELLER,F,20182019,ARI,1154.77,-0.027,0.106,-0.133,-0.079,0.128,-0.207,-2.22,1.73,-3.95
CODY.CECI,D,20172018,OTT,1612.63,-0.052,0.14,-0.192,-0.013,0.099,-0.112,-1.57,3.67,-5.24
CODY.CECI,D,20182019,OTT,1419.18,-0.019,0.144,-0.163,0.058,0.134,-0.077,0.9,5.26,-4.36
CODY.EAKIN,F,20172018,VGK,983.85,-0.138,0.094,-0.232,-0.217,0.026,-0.243,-2.31,1.08,-3.4
CODY.EAKIN,F,20182019,VGK,987.43,0.136,-0.146,0.282,-0.13,0.061,-0.19,-3.42,3.54,-6.96
CODY.FRANSON,D,20172018,CHI,314.05,-0.05,-0.102,0.052,0.044,-0.081,0.125,1.84,-2.39,4.24
CODY.GOLOUBEF,D,20182019,OTT,52.38,-0.032,-0.034,0.002,-0.018,0.011,-0.029,-0.75,1.41,-2.16
CODY.MCLEOD,F,20172018,NSH/NYR,353.37,-0.115,0.075,-0.19,-0.12,0.188,-0.308,-3.75,3.8,-7.55
CODY.MCLEOD,F,20182019,NSH/NYR,245.17,-0.115,0.176,-0.291,-0.081,0.173,-0.254,-2.53,2.93,-5.46
COLBY.CAVE,F,20172018,BOS,30.92,-0.027,-0.026,-0.002,-0.036,-0.031,-0.005,-0.56,0.01,-0.57
COLBY.CAVE,F,20182019,BOS/EDM,573.37,-0.115,-0.034,-0.081,0.027,-0.02,0.047,0.34,-1.12,1.46
COLIN.BLACKWELL,F,20182019,NSH,57.68,-0.059,-0.026,-0.033,0.003,-0.011,0.014,1.64,0.22,1.41
COLIN.MILLER,D,20172018,VGK,1282.15,0.024,0.073,-0.05,0.045,-0.138,0.183,2.5,-4.33,6.83
COLIN.MILLER,D,20182019,VGK,1060.37,-0.06,-0.054,-0.006,0.087,-0.092,0.178,1.19,-1.9,3.09
COLIN.WHITE,F,20172018,OTT,263.62,0.042,-0.059,0.101,-0.08,-0.001,-0.079,-1.92,0.71,-2.62
COLIN.WHITE,F,20182019,OTT,963.53,-0.046,0.112,-0.158,-0.07,-0.146,0.076,-0.85,-0.09,-0.75
COLIN.WILSON,F,20172018,COL,611.17,-0.077,-0.063,-0.015,0.093,-0.144,0.237,0.2,-0.92,1.12
COLIN.WILSON,F,20182019,COL,733.58,-0.032,0.093,-0.125,-0.064,-0.029,-0.035,-0.22,1.31,-1.52
COLTON.PARAYKO,D,20172018,STL,1515.55,-0.093,0.073,-0.165,0.081,-0.178,0.259,2.49,-2.9,5.39
COLTON.PARAYKO,D,20182019,STL,1565.97,0.022,-0.337,0.359,-0.126,-0.297,0.171,-0.72,-2.24,1.52
COLTON.SCEVIOUR,F,20172018,FLA,820.08,-0.055,-0.095,0.041,-0.01,-0.022,0.012,0.32,1.54,-1.22
COLTON.SCEVIOUR,F,20182019,FLA,590.97,0.011,-0.048,0.059,0.01,-0.075,0.085,-0.21,0.88,-1.08
COLTON.SISSONS,F,20172018,NSH,930.23,-0.105,-0.031,-0.075,-0.095,-0.135,0.039,0.84,-2.66,3.51
COLTON.SISSONS,F,20182019,NSH,934.28,0.056,-0.193,0.249,-0.004,-0.135,0.131,-0.4,-3.32,2.92
COLTON.WHITE,D,20182019,N.J,41.58,-0.01,0.036,-0.045,-0.023,-0.001,-0.022,-0.38,1.44,-1.82
CONNOR.BRICKLEY,F,20172018,FLA,476.07,-0.069,0.035,-0.103,-0.069,-0.073,0.004,-1.52,0.58,-2.11
CONNOR.BRICKLEY,F,20182019,NYR,125.62,0.019,-0.086,0.105,0.084,0.122,-0.038,-1.38,1.28,-2.66
CONNOR.BROWN,F,20172018,TOR,954.5,0.037,0.067,-0.031,-0.048,0.032,-0.08,-2.22,-0.5,-1.72
CONNOR.BROWN,F,20182019,TOR,933.93,-0.127,-0.163,0.036,-0.224,-0.029,-0.196,-0.15,1.6,-1.75
CONNOR.CARRICK,D,20172018,TOR,685.13,-0.028,-0.034,0.006,-0.03,-0.109,0.08,-0.99,-1.47,0.48
CONNOR.CARRICK,D,20182019,DAL/N.J,519.43,-0.076,0.141,-0.217,-0.022,0.035,-0.057,-2.03,2.1,-4.13
CONNOR.CLIFTON,D,20182019,BOS,322.07,-0.054,-0.117,0.062,0.008,-0.106,0.114,-0.65,-4.17,3.52
CONNOR.MCDAVID,F,20172018,EDM,1398.33,0.448,0.014,0.434,0.581,0.244,0.337,5.16,1.34,3.83
CONNOR.MCDAVID,F,20182019,EDM,1417.97,0.44,0.26,0.18,0.253,0.326,-0.073,4.67,1.83,2.84
