player,position,season,Team,TOI,GF_60,GA_60,GPM_60,xGF_60,xGA_60,xGPM_60,CF_60,CA_60,CPM_60
FRANS.NIELSEN,F,20182019,DET,915.97,0.087,-0.01,0.098,-0.102,-0.108,0.006,-3.79,-1.21,-2.58
FREDDIE.HAMILTON,F,20172018,ARI/CGY,136.6,-0.069,-0.042,-0.028,-0.116,-0.017,-0.1,-0.93,0.04,-0.97
FREDERICK.GAUDREAU,F,20172018,NSH,180.22,0.007,0.007,0,-0.113,0.057,-0.17,0.02,0.1,-0.08
FREDERICK.GAUDREAU,F,20182019,NSH,491.73,-0.136,-0.132,-0.004,0.115,-0.2,0.315,0.32,-2.58,2.91
FREDERIK.GAUTHIER,F,20172018,TOR,65.73,-0.041,0.078,-0.118,-0.034,0.123,-0.157,-1.16,2.13,-3.29
FREDERIK.GAUTHIER,F,20182019,TOR,564.92,0.033,-0.011,0.043,-0.16,-0.127,-0.033,-3.23,-0.02,-3.21
FREDRIK.CLAESSON,D,20172018,OTT,885.13,-0.162,-0.122,-0.04,-0.204,-0.206,0.002,-4.76,-1.37,-3.4
FREDRIK.CLAESSON,D,20182019,NYR,575.4,-0.039,-0.169,0.13,-0.1,-0.079,-0.021,-2.28,-1.44,-0.84
GABRIEL.BOURQUE,F,20172018,COL,514.28,-0.149,-0.074,-0.075,-0.126,0.098,-0.224,-4.53,2.9,-7.42
GABRIEL.BOURQUE,F,20182019,COL,388.3,-0.032,-0.054,0.022,-0.126,0.078,-0.204,-2.95,3.88,-6.83
GABRIEL.CARLSSON,D,20172018,CBJ,154.82,-0.053,-0.039,-0.014,0.137,0.053,0.084,0.76,2.09,-1.33
GABRIEL.CARLSSON,D,20182019,CBJ,8.37,-0.009,0.019,-0.027,-0.013,-0.007,-0.006,-0.27,0.01,-0.28
GABRIEL.DUMONT,F,20172018,OTT/T.B,241.48,-0.084,-0.112,0.028,-0.074,-0.038,-0.036,-1.45,0.76,-2.21
GABRIEL.LANDESKOG,F,20172018,COL,1159.57,0.2,-0.102,0.301,-0.001,-0.07,0.069,1.8,1.08,0.73
GABRIEL.LANDESKOG,F,20182019,COL,1176.4,0.166,-0.07,0.236,0.062,0.061,0.001,0.4,0.78,-0.39
GARNET.HATHAWAY,F,20172018,CGY,609.8,0.018,-0.043,0.06,0.04,-0.079,0.119,1.2,-1.48,2.68
GARNET.HATHAWAY,F,20182019,CGY,650.77,0.014,-0.137,0.152,-0.113,-0.081,-0.032,-3.28,-0.19,-3.09
GARRETT.WILSON,F,20182019,PIT,350.35,-0.041,-0.091,0.049,0.054,-0.062,0.116,0.74,-1.56,2.31
GAVIN.BAYREUTHER,D,20182019,DAL,306.02,-0.01,-0.026,0.016,0.073,0.094,-0.021,0.12,0.48,-0.36
GEMEL.SMITH,F,20172018,DAL,422.27,0,-0.109,0.109,0.006,-0.133,0.139,-1.34,-3.42,2.08
GEMEL.SMITH,F,20182019,BOS/DAL,141.37,-0.025,0.067,-0.092,-0.095,0,-0.094,-3.5,1.49,-4.99
GIOVANNI.FIORE,F,20172018,ANA,6.5,-0.006,0.019,-0.024,-0.006,0.016,-0.022,-0.19,0.14,-0.34
GREG.MCKEGG,F,20172018,PIT,218.82,-0.043,0.034,-0.077,-0.012,-0.073,0.061,-0.61,0.26,-0.87
GREG.MCKEGG,F,20182019,CAR,427.73,-0.006,0.023,-0.028,-0.014,0.097,-0.111,-0.68,1.37,-2.06
GREG.PATERYN,D,20172018,DAL,1227.28,-0.092,-0.119,0.028,-0.137,-0.245,0.109,-0.85,-2.03,1.18
GREG.PATERYN,D,20182019,MIN,1204.78,-0.101,-0.028,-0.073,-0.095,-0.242,0.147,-0.64,-0.47,-0.17
GUILLAUME.BRISEBOIS,D,20182019,VAN,87.78,-0.039,0.068,-0.107,-0.016,-0.065,0.049,-0.13,0.59,-0.72
GUSTAV.FORSLING,D,20172018,CHI,613.25,0.023,0.136,-0.113,-0.057,0.124,-0.18,-1.75,1.64,-3.39
GUSTAV.FORSLING,D,20182019,CHI,664.33,-0.223,-0.12,-0.103,-0.117,0.047,-0.164,-1.12,1.07,-2.2
GUSTAV.NYQUIST,F,20172018,DET,1235.15,-0.032,-0.082,0.051,0.04,-0.018,0.058,0.26,-1.6,1.87
GUSTAV.NYQUIST,F,20182019,DET/S.J,1206.62,0.256,0.099,0.157,0.201,-0.059,0.26,2.41,-1.57,3.98
GUSTAV.OLOFSSON,D,20172018,MIN,506.47,0.001,0.01,-0.009,0.102,-0.02,0.121,-1.2,-1.8,0.61
HAMPUS.LINDHOLM,D,20172018,ANA,1253.02,0.136,-0.04,0.175,0.051,-0.143,0.194,1.93,-4.89,6.82
HAMPUS.LINDHOLM,D,20182019,ANA,1453.73,0.066,-0.019,0.085,0.07,-0.063,0.133,2.84,-1.4,4.23
HAYDN.FLEURY,D,20172018,CAR,1056.35,-0.145,-0.15,0.005,-0.254,0.098,-0.352,-1.54,3.1,-4.65
HAYDN.FLEURY,D,20182019,CAR,242.95,0.074,0.016,0.058,0.227,-0.032,0.259,0.49,1.92,-1.43
HENRI.JOKIHARJU,D,20182019,CHI,638.72,-0.085,0.101,-0.186,0.031,0.069,-0.038,3.26,-0.98,4.24
HENRIK.BORGSTROM,F,20172018,FLA,44.85,0.004,0.028,-0.024,-0.04,0.01,-0.05,-1.71,-0.51,-1.2
HENRIK.BORGSTROM,F,20182019,FLA,538.63,-0.016,0.109,-0.125,-0.122,-0.02,-0.103,-2.41,-0.92,-1.48
HENRIK.HAAPALA,F,20172018,FLA,59.52,-0.032,-0.031,-0.001,-0.064,0.02,-0.084,-0.41,1.23,-1.65
HENRIK.SEDIN,F,20172018,VAN,1012.22,-0.044,0.072,-0.116,-0.04,0.009,-0.049,-2.19,-0.99,-1.2
HENRIK.ZETTERBERG,F,20172018,DET,1340.52,-0.007,-0.137,0.129,0.034,-0.094,0.128,-0.1,-0.53,0.43
HUDSON.FASCHING,F,20172018,BUF,37.2,-0.029,-0.015,-0.014,-0.024,0.022,-0.045,-0.09,0.25,-0.34
IAN.COLE,D,20172018,CBJ/PIT,1029.98,0.084,-0.059,0.143,-0.059,-0.063,0.005,-0.4,-3.13,2.74
IAN.COLE,D,20182019,COL,1139.57,-0.156,0.143,-0.299,-0.095,-0.051,-0.043,-1.09,-1.78,0.68
IAN.MCCOSHEN,D,20172018,FLA,526.63,-0.107,0.071,-0.178,-0.111,-0.069,-0.042,-3.09,2.17,-5.26
IAN.MCCOSHEN,D,20182019,FLA,232.57,-0.043,0.007,-0.05,-0.081,0.084,-0.165,-1.75,0.85,-2.6
IGOR.OZHIGANOV,D,20182019,TOR,731.37,-0.031,0.039,-0.07,-0.054,-0.113,0.058,1.35,-1.66,3.01
IIRO.PAKARINEN,F,20172018,EDM,344.73,-0.125,-0.171,0.046,-0.144,0.05,-0.195,-2.83,0.48,-3.32
ILYA.KOVALCHUK,F,20182019,L.A,824.15,-0.083,0.157,-0.239,-0.148,0.087,-0.235,-3.43,1.26,-4.69
ILYA.LYUBUSHKIN,D,20182019,ARI,545.68,-0.082,0.061,-0.143,-0.033,-0.006,-0.026,-1.47,1.21,-2.68
ISAC.LUNDESTROM,F,20182019,ANA,177.38,-0.023,0.015,-0.038,0.005,0.13,-0.125,-2.47,2.01,-4.48
IVAN.BARBASHEV,F,20172018,STL,623.52,-0.109,-0.081,-0.028,-0.192,-0.087,-0.105,-2.5,-1.27,-1.23
IVAN.BARBASHEV,F,20182019,STL,778.63,-0.101,0.064,-0.165,-0.111,0.05,-0.16,-1.08,-0.26,-0.82
IVAN.PROVOROV,D,20172018,PHI,1574.47,0.027,-0.08,0.107,-0.086,-0.112,0.026,-0.93,-0.76,-0.17
IVAN.PROVOROV,D,20182019,PHI,1645.25,-0.094,0.091,-0.185,-0.055,0.012,-0.067,-2.37,1,-3.37
JACCOB.SLAVIN,D,20172018,CAR,1549.48,0.026,0.014,0.012,0.052,-0.172,0.224,1.59,-3.61,5.2
JACCOB.SLAVIN,D,20182019,CAR,1492.35,-0.164,0.019,-0.183,0.158,0.093,0.065,0.32,1.36,-1.04
JACK.EICHEL,F,20172018,BUF,995.8,0.062,0.187,-0.125,0.01,0.095,-0.085,-1.66,0.88,-2.54
JACK.EICHEL,F,20182019,BUF,1211.13,0.163,0.21,-0.048,0.162,0.083,0.079,0.68,0.44,0.24
JACK.JOHNSON,D,20172018,CBJ,1312.33,-0.115,0.126,-0.242,-0.088,0.134,-0.221,-2.93,0.37,-3.3
JACK.JOHNSON,D,20182019,PIT,1339.65,-0.134,0.146,-0.28,-0.116,0.127,-0.242,-2.32,4.8,-7.12
JACK.RODEWALD,F,20172018,OTT,27.78,-0.024,-0.003,-0.021,-0.02,-0.018,-0.002,-0.68,-0.36,-0.31
JACK.RODEWALD,F,20182019,OTT,42.33,-0.045,-0.055,0.01,-0.01,-0.024,0.014,-0.13,0.91,-1.04
JACK.ROSLOVIC,F,20172018,WPG,342.13,0.094,-0.059,0.154,0.013,-0.054,0.067,-1.56,-0.42,-1.14
JACK.ROSLOVIC,F,20182019,WPG,698.17,-0.039,-0.026,-0.013,-0.024,-0.133,0.109,-0.41,-1.44,1.03
JACOB.DE LA ROSE,F,20172018,MTL,595.72,-0.075,-0.073,-0.001,0.02,0.026,-0.006,-1.63,-0.33,-1.3
JACOB.DE LA ROSE,F,20182019,DET,589.45,-0.09,0.14,-0.23,-0.16,0.021,-0.181,-3.56,-0.5,-3.06
JACOB.JOSEFSON,F,20172018,BUF,374.9,-0.128,-0.168,0.039,-0.142,0.079,-0.221,-4.62,1.3,-5.92
JACOB.LARSSON,D,20182019,ANA,769.17,-0.08,-0.027,-0.053,0.028,-0.019,0.047,0.25,1.23,-0.98
JACOB.MACDONALD,D,20182019,FLA,22.77,0.006,-0.028,0.033,-0.012,0.009,-0.02,0.49,-0.14,0.63
JACOB.MIDDLETON,D,20182019,S.J,28.6,0.016,0.044,-0.028,0.03,0.089,-0.059,0.33,-0.34,0.67
JACOB.NILSSON,F,20182019,CHI,13.73,-0.016,0.041,-0.056,-0.022,-0.01,-0.012,-0.62,0.05,-0.66
JACOB.TROUBA,D,20172018,WPG,969.47,0.141,0.046,0.095,0.035,-0.047,0.082,1.95,1.12,0.82
JACOB.TROUBA,D,20182019,WPG,1472.85,0.112,0.089,0.023,0.038,0.012,0.026,1.79,0.75,1.04
JADEN.SCHWARTZ,F,20172018,STL,929.25,0.218,-0.086,0.305,0.18,-0.109,0.289,3.17,-3.36,6.52
JADEN.SCHWARTZ,F,20182019,STL,1014.62,-0.105,-0.064,-0.041,0.038,-0.135,0.173,1.53,-4.05,5.58
JAKE.BEAN,D,20182019,CAR,16.6,-0.015,-0.02,0.005,0.004,0.062,-0.058,-0.74,1.19,-1.93
JAKE.CHELIOS,D,20182019,DET,82.13,-0.051,-0.053,0.003,-0.024,0.06,-0.084,-0.75,0.51,-1.26
JAKE.DEBRUSK,F,20172018,BOS,867.3,0.239,-0.016,0.255,0.088,0.044,0.044,1.04,-0.03,1.07
JAKE.DEBRUSK,F,20182019,BOS,883.85,0.076,-0.058,0.134,-0.045,-0.12,0.075,-0.04,-2.32,2.28
JAKE.DOTCHIN,D,20172018,T.B,749.52,0.071,-0.051,0.122,-0.039,-0.188,0.149,-0.27,-1.62,1.34
JAKE.DOTCHIN,D,20182019,ANA,221.3,-0.091,0.04,-0.131,-0.068,0.128,-0.196,-2.27,1.9,-4.17
JAKE.GARDINER,D,20172018,TOR,1594.6,0.021,-0.099,0.119,-0.012,-0.059,0.046,-0.05,-1,0.95
JAKE.GARDINER,D,20182019,TOR,1150.78,0.243,-0.239,0.482,0.194,-0.089,0.284,2.8,-0.29,3.09
JAKE.GUENTZEL,F,20172018,PIT,1167.32,-0.103,0.033,-0.136,0.052,0.259,-0.206,1.8,0.33,1.47
JAKE.GUENTZEL,F,20182019,PIT,1313.52,0.252,0.003,0.249,0.224,0.042,0.182,2.93,1.55,1.38
JAKE.MCCABE,D,20172018,BUF,889.67,-0.035,0.019,-0.055,-0.128,0.025,-0.154,-2.23,-0.49,-1.74
JAKE.MCCABE,D,20182019,BUF,971.97,-0.109,-0.088,-0.021,-0.081,-0.102,0.02,-1.88,-1.72,-0.16
JAKE.MUZZIN,D,20172018,L.A,1242,-0.01,-0.064,0.054,0.086,-0.049,0.135,3.68,-0.14,3.81
JAKE.MUZZIN,D,20182019,L.A/TOR,1433.62,0.065,-0.314,0.379,0.075,-0.042,0.117,4.67,-0.24,4.91
JAKE.VIRTANEN,F,20172018,VAN,867.27,-0.025,0.02,-0.045,0.09,0.049,0.042,1.05,-0.41,1.46
JAKE.VIRTANEN,F,20182019,VAN,923.48,-0.139,-0.068,-0.071,-0.175,0.133,-0.308,0.62,0.02,0.59
JAKOB.CHYCHRUN,D,20172018,ARI,890.27,0.059,-0.069,0.128,0.015,0.014,0,0.11,2.06,-1.95
JAKOB.CHYCHRUN,D,20182019,ARI,916.82,-0.156,-0.071,-0.084,0.007,-0.074,0.081,1.62,0.86,0.76
JAKOB.FORSBACKA KARLSSON,F,20182019,BOS,311.9,-0.058,-0.063,0.004,0.054,-0.005,0.06,-1.23,0.23,-1.46
JAKOB.SILFVERBERG,F,20172018,ANA,1081.45,-0.073,-0.171,0.098,0.087,0.08,0.007,2.84,0.49,2.34
JAKOB.SILFVERBERG,F,20182019,ANA,933.28,-0.096,-0.112,0.015,-0.024,-0.108,0.084,0.08,-0.82,0.9
JAKUB.JERABEK,D,20172018,MTL/WSH,570.47,-0.017,0.026,-0.043,0.122,-0.001,0.123,0.24,-0.36,0.59
JAKUB.JERABEK,D,20182019,STL,7.42,-0.009,0.073,-0.082,-0.005,0.045,-0.051,-0.06,0.38,-0.44
JAKUB.VORACEK,F,20172018,PHI,1259.03,0.059,-0.056,0.115,0.073,0.083,-0.01,0.78,1.06,-0.28
JAKUB.VORACEK,F,20182019,PHI,1144.62,0.004,0.146,-0.142,0.054,0.119,-0.066,0.25,2.54,-2.29
JAKUB.VRANA,F,20172018,WSH,849.08,-0.03,-0.019,-0.011,0.059,-0.04,0.099,1.74,0.19,1.55
JAKUB.VRANA,F,20182019,WSH,1048.53,0.211,-0.099,0.31,0.09,-0.076,0.166,1.64,-0.49,2.13
JAKUB.ZBORIL,D,20182019,BOS,21.8,-0.019,-0.02,0.001,-0.001,-0.023,0.022,-0.12,-0.65,0.52
JAMES.NEAL,F,20172018,VGK,1017.22,0.099,0.165,-0.066,-0.042,-0.017,-0.025,0.68,-1.94,2.62
JAMES.NEAL,F,20182019,CGY,790.85,-0.187,-0.025,-0.162,-0.162,0.065,-0.227,-1.29,1.29,-2.58
JAMES.VAN RIEMSDYK,F,20172018,TOR,982.57,0.044,0.022,0.023,0.129,-0.098,0.227,3.85,-1.51,5.36
JAMES.VAN RIEMSDYK,F,20182019,PHI,873.65,0.022,0.081,-0.059,-0.013,0.153,-0.167,-1.87,4.18,-6.05
JAMIE.BENN,F,20172018,DAL,1205.22,0.237,-0.083,0.32,0.082,-0.17,0.251,0.4,-0.66,1.07
JAMIE.BENN,F,20182019,DAL,1125.65,0.129,-0.136,0.265,0.116,-0.014,0.129,1.57,2.06,-0.49
JAMIE.MCGINN,F,20172018,FLA,886.32,0.066,0.067,0,-0.029,0.138,-0.167,-2.14,1.75,-3.9
JAMIE.MCGINN,F,20182019,FLA,183.03,-0.003,0.075,-0.078,0.098,0.117,-0.019,0.35,1.09,-0.74
JAMIE.OLEKSIAK,D,20172018,DAL/PIT,983.32,0.06,0.015,0.045,0.095,-0.015,0.11,-0.62,-0.48,-0.14
JAMIE.OLEKSIAK,D,20182019,DAL/PIT,807.52,0.088,-0.053,0.141,-0.007,-0.051,0.044,0.34,-0.87,1.2
JANNE.KUOKKANEN,F,20172018,CAR,43.77,-0.038,0.022,-0.059,0.039,-0.025,0.064,1.38,-1.21,2.59
JANNE.KUOKKANEN,F,20182019,CAR,59.43,-0.033,0.021,-0.054,-0.034,0.024,-0.058,-1.31,1.01,-2.32
JANNIK.HANSEN,F,20172018,S.J,502.58,0.112,0.017,0.096,0.077,0.036,0.041,1.88,-0.28,2.15
JAN.RUTTA,D,20172018,CHI,900.4,0.055,0.096,-0.041,0.01,0.025,-0.015,0.72,1.11,-0.39
JAN.RUTTA,D,20182019,CHI/T.B,531.75,0.135,-0.018,0.153,-0.03,-0.102,0.072,0.29,-0.9,1.2
JARED.BOLL,F,20172018,ANA,43.52,0.007,0.014,-0.007,-0.036,-0.011,-0.024,-0.73,0.02,-0.75
JARED.MCCANN,F,20172018,FLA,808.5,-0.049,-0.213,0.163,-0.113,-0.118,0.005,0.3,0.9,-0.59
JARED.MCCANN,F,20182019,FLA/PIT,960.22,-0.052,0.074,-0.126,-0.071,-0.048,-0.023,-0.03,-0.04,0.01
JARED.SPURGEON,D,20172018,MIN,1133.27,-0.104,0.06,-0.164,0.104,-0.173,0.276,1.13,-0.87,2
JARED.SPURGEON,D,20182019,MIN,1528.97,0.036,-0.084,0.119,-0.072,-0.219,0.147,-0.69,-1.34,0.65
JARET.ANDERSON-DOLAN,F,20182019,L.A,48.55,0.005,0.003,0.003,-0.013,-0.009,-0.004,-0.39,0.54,-0.93
JAROMIR.JAGR,F,20172018,CGY,248.93,0.056,-0.081,0.137,0.04,-0.005,0.046,-0.17,-0.12,-0.05
JASON.CHIMERA,F,20172018,ANA/NYI,715.17,-0.099,0.052,-0.151,-0.039,0.162,-0.202,-1.3,2.48,-3.78
JASON.DEMERS,D,20172018,ARI,1230.2,0.057,0.022,0.036,-0.005,-0.137,0.132,0.22,-2.34,2.55
JASON.DEMERS,D,20182019,ARI,611.93,-0.035,-0.231,0.196,-0.08,-0.007,-0.073,-1.08,0.58,-1.66
JASON.DICKINSON,F,20172018,DAL,227.82,-0.095,-0.044,-0.051,-0.152,-0.03,-0.122,-3.61,-1.47,-2.15
JASON.DICKINSON,F,20182019,DAL,772.38,0.027,-0.159,0.186,0.08,-0.133,0.213,-0.13,-0.56,0.43
JASON.GARRISON,D,20172018,VGK,135.88,-0.042,0.04,-0.082,-0.091,0.056,-0.146,-0.98,1.3,-2.28
JASON.GARRISON,D,20182019,EDM,177.62,-0.037,-0.058,0.021,0.026,0.104,-0.078,-0.34,2.19,-2.53
JASON.POMINVILLE,F,20172018,BUF,1027.75,0.137,0.086,0.052,0.013,0.117,-0.104,2.97,-0.31,3.28
JASON.POMINVILLE,F,20182019,BUF,837.48,0.145,0.066,0.079,0.085,-0.109,0.194,2.65,-0.4,3.04
JASON.SPEZZA,F,20172018,DAL,832.6,-0.104,-0.03,-0.074,-0.051,-0.08,0.029,2.21,0.88,1.33
JASON.SPEZZA,F,20182019,DAL,811.32,-0.128,0,-0.128,-0.064,-0.006,-0.058,0.08,0.09,-0.01
JASON.ZUCKER,F,20172018,MIN,1140.17,0.158,0.011,0.146,0.189,-0.137,0.326,2.9,-0.56,3.46
JASON.ZUCKER,F,20182019,MIN,1147.88,-0.084,-0.054,-0.03,0.129,-0.016,0.145,3.29,0.83,2.46
JAY.BEAGLE,F,20172018,WSH,757.18,-0.122,-0.055,-0.068,-0.215,0.031,-0.246,-5.36,-0.79,-4.57
JAY.BEAGLE,F,20182019,VAN,611.25,-0.094,0.03,-0.125,-0.086,-0.046,-0.039,-2.71,1.17,-3.89
JAY.BOUWMEESTER,D,20172018,STL,618.07,-0.011,-0.068,0.056,-0.169,0.051,-0.221,-2.81,0.64,-3.46
JAY.BOUWMEESTER,D,20182019,STL,1416.32,-0.304,-0.097,-0.208,-0.109,0.118,-0.227,-2.75,2.07,-4.82
JAYCE.HAWRYLUK,F,20182019,FLA,390.58,0.005,0.139,-0.134,-0.007,0.094,-0.101,-0.41,-0.09,-0.32
JAYCOB.MEGNA,D,20172018,ANA,185.68,-0.03,0.068,-0.098,-0.005,0.011,-0.017,0.33,2.17,-1.85
JAYCOB.MEGNA,D,20182019,ANA,347.4,-0.03,-0.013,-0.018,-0.038,-0.05,0.012,-0.62,-0.67,0.05
JAYSON.MEGNA,F,20172018,VAN,4.3,-0.004,-0.004,0,-0.002,0.002,-0.004,-0.03,-0.19,0.16
JEAN-GABRIEL.PAGEAU,F,20172018,OTT,1041.4,-0.043,0.035,-0.078,-0.011,-0.01,-0.001,1.81,0.49,1.32
JEAN-GABRIEL.PAGEAU,F,20182019,OTT,572.42,-0.204,-0.103,-0.101,-0.053,-0.056,0.003,0.85,-0.86,1.71
JEAN-SEBASTIEN.DEA,F,20172018,PIT,27.45,-0.001,-0.026,0.024,-0.027,-0.042,0.015,-0.9,0.48,-1.38
JEAN-SEBASTIEN.DEA,F,20182019,N.J/PIT,208.1,-0.029,-0.062,0.034,0.034,-0.067,0.101,0.28,0.23,0.05
JEFF.CARTER,F,20172018,L.A,346.05,0.059,0.055,0.004,0.036,0.064,-0.027,0.02,1.18,-1.16
JEFF.CARTER,F,20182019,L.A,1049,-0.169,-0.001,-0.168,-0.032,0.11,-0.142,-0.91,2.87,-3.77
JEFF.PETRY,D,20172018,MTL,1463.08,-0.012,0.152,-0.164,0.12,-0.064,0.184,3.56,-0.13,3.69
JEFF.PETRY,D,20182019,MTL,1472.68,0.14,0.314,-0.174,0.087,0.148,-0.061,4.58,-0.09,4.67
JEFF.SKINNER,F,20172018,CAR,1165.37,-0.023,0.219,-0.242,0.22,0.082,0.138,3.32,1.17,2.15
JEFF.SKINNER,F,20182019,BUF,1225.85,0.325,0.013,0.312,0.109,0.04,0.069,2.28,1.43,0.85
JEREMY.LAUZON,D,20182019,BOS,213.22,-0.118,-0.081,-0.037,0.004,-0.053,0.057,-0.4,0.09,-0.49
JESPER.BRATT,F,20172018,N.J,887.07,-0.147,0.12,-0.267,-0.179,0.077,-0.256,-2.56,1.2,-3.76
JESPER.BRATT,F,20182019,N.J,630.92,0.061,0.02,0.041,0,0.084,-0.084,2.86,2.65,0.21
JESPER.FAST,F,20172018,NYR,900.37,0.078,0.179,-0.101,0.013,0.091,-0.077,-0.92,-1.39,0.47
JESPER.FAST,F,20182019,NYR,889.52,-0.089,-0.121,0.032,-0.009,-0.138,0.129,-0.28,-1.99,1.72
JESPERI.KOTKANIEMI,F,20182019,MTL,923.42,-0.06,-0.092,0.032,0.023,-0.141,0.164,3.37,-2.38,5.74
JESSE.PULJUJARVI,F,20172018,EDM,816.48,-0.046,-0.045,0,0.128,0.052,0.076,2.27,1,1.27
JESSE.PULJUJARVI,F,20182019,EDM,523.82,-0.129,0.075,-0.204,-0.09,0.078,-0.169,-2.04,0.1,-2.13
JIMMY.HAYES,F,20172018,N.J,340.83,-0.045,-0.057,0.013,-0.184,-0.02,-0.163,-3.68,0.82,-4.5
JIMMY.SCHULDT,D,20182019,VGK,19.12,0.03,0.037,-0.007,-0.013,0.027,-0.04,-0.31,0.28,-0.58
JIMMY.VESEY,F,20172018,NYR,987.13,-0.007,0.106,-0.114,0.042,0.212,-0.171,-0.36,1.36,-1.72
JIMMY.VESEY,F,20182019,NYR,1040.27,-0.009,0.022,-0.03,0.017,0.186,-0.169,-0.16,-0.27,0.1
JIM.O'BRIEN,F,20172018,OTT,82.17,0.007,0.009,-0.002,0.026,-0.04,0.066,-0.31,-0.19,-0.12
JOAKIM.NORDSTROM,F,20172018,CAR,655.53,-0.134,0.006,-0.139,-0.211,-0.042,-0.169,-0.69,0.17,-0.86
JOAKIM.NORDSTROM,F,20182019,BOS,810.62,-0.101,-0.056,-0.045,-0.174,-0.098,-0.076,-1.55,0.16,-1.71
JOAKIM.RYAN,D,20172018,S.J,986.15,0.018,-0.203,0.221,0.088,-0.204,0.293,1.24,0.3,0.94
JOAKIM.RYAN,D,20182019,S.J,543.6,0.045,0.15,-0.104,0.148,0.105,0.043,2.3,1.66,0.64
JOE.HICKETTS,D,20172018,DET,66.27,0.053,-0.039,0.092,0.003,-0.003,0.006,-0.01,0.55,-0.57
JOE.HICKETTS,D,20182019,DET,174.63,-0.115,0.095,-0.21,-0.091,0.006,-0.097,-3.28,2.13,-5.41
JOEL.ARMIA,F,20172018,WPG,780.37,-0.012,0.049,-0.061,-0.009,-0.141,0.131,0.66,-1.9,2.56
JOEL.ARMIA,F,20182019,MTL,696.72,-0.147,-0.051,-0.096,-0.028,-0.034,0.006,0.18,0.3,-0.12
JOEL.EDMUNDSON,D,20172018,STL,1237.1,-0.059,0.135,-0.195,0.01,0.063,-0.054,0.46,1,-0.54
JOEL.EDMUNDSON,D,20182019,STL,1075.53,0.008,-0.034,0.041,-0.038,-0.102,0.064,0.27,-0.95,1.22
JOEL.ERIKSSON EK,F,20172018,MIN,861.32,-0.192,-0.159,-0.034,-0.055,-0.196,0.14,0.51,-1.13,1.64
JOEL.ERIKSSON EK,F,20182019,MIN,678.2,-0.027,0.054,-0.08,0.033,-0.091,0.125,1.74,-0.67,2.41
JOEL.HANLEY,D,20172018,ARI,54.87,0.021,0.022,-0.001,0.03,-0.01,0.04,0.23,-0.19,0.42
JOEL.HANLEY,D,20182019,DAL,207.57,-0.074,-0.068,-0.006,0.031,-0.135,0.165,-1.08,-3.05,1.98
JOEL.L'ESPERANCE,F,20182019,DAL,195.6,-0.156,-0.038,-0.118,-0.078,-0.045,-0.033,0.26,1.64,-1.39
JOEL.WARD,F,20172018,S.J,538.83,-0.129,-0.054,-0.075,-0.151,0.03,-0.181,-2.75,-1.35,-1.4
JOE.MORROW,D,20172018,MTL/WPG,855.08,-0.132,-0.1,-0.031,0.11,0.164,-0.053,3.58,3.61,-0.03
JOE.MORROW,D,20182019,WPG,560.82,0.11,0.156,-0.046,-0.089,0.146,-0.235,-0.39,5.49,-5.88
JOE.PAVELSKI,F,20172018,S.J,1221.63,0.051,-0.058,0.109,0.087,-0.087,0.175,2.66,0.25,2.41
JOE.PAVELSKI,F,20182019,S.J,1099.83,-0.048,0.036,-0.084,0.293,0.055,0.238,2.44,0.18,2.25
JOE.THORNTON,F,20172018,S.J,669.05,-0.038,0.107,-0.145,-0.106,0.09,-0.196,1.63,-1.06,2.69
JOE.THORNTON,F,20182019,S.J,970.15,0.159,-0.066,0.225,-0.004,-0.173,0.169,1.42,-5.22,6.63
JOEY.ANDERSON,F,20182019,N.J,379.4,-0.119,-0.003,-0.116,-0.037,0.017,-0.054,-0.54,-0.63,0.09
JOHAN.LARSSON,F,20172018,BUF,937.3,-0.258,0.18,-0.438,-0.351,-0.073,-0.278,-4.22,0.52,-4.74
JOHAN.LARSSON,F,20182019,BUF,855.48,-0.078,-0.115,0.037,-0.08,-0.178,0.098,1.64,-3.76,5.4
JOHN.CARLSON,D,20172018,WSH,1449.73,0.11,0.056,0.053,0.035,0.074,-0.038,3.17,1.09,2.08
JOHN.CARLSON,D,20182019,WSH,1408.47,0.429,0.092,0.337,0.132,0.115,0.017,3.52,1.55,1.97
JOHN.GILMOUR,D,20172018,NYR,428.77,0.001,0.088,-0.088,0.192,0.138,0.055,2.3,1.12,1.17
JOHN.GILMOUR,D,20182019,NYR,79.45,-0.048,0.014,-0.063,-0.033,0.026,-0.058,-1.5,1.86,-3.36
JOHN.HAYDEN,F,20172018,CHI,443.63,-0.045,0.016,-0.061,-0.151,0.034,-0.184,-1.22,0.28,-1.5
JOHN.HAYDEN,F,20182019,CHI,457.78,-0.134,0.026,-0.161,-0.073,-0.037,-0.036,-2.8,0.52,-3.31
JOHN.KLINGBERG,D,20172018,DAL,1527.68,0.147,-0.096,0.243,0.279,-0.076,0.355,3.04,-1.69,4.73
JOHN.KLINGBERG,D,20182019,DAL,1286.27,-0.002,-0.173,0.172,0.101,-0.034,0.134,3.95,-0.82,4.77
JOHN.MOORE,D,20172018,N.J,1422.55,-0.019,0.004,-0.023,-0.038,0.168,-0.206,-0.55,1.03,-1.58
JOHN.MOORE,D,20182019,BOS,976.87,-0.147,0.058,-0.205,-0.171,0.128,-0.3,-0.17,3.48,-3.65
